k,t,Bus_IMU.imu_gyro.1,Bus_IMU.imu_gyro.2,Bus_IMU.imu_gyro.3,Bus_IMU.imu_acc.1,Bus_IMU.imu_acc.2,Bus_IMU.imu_acc.3,Bus_Cmd_flat.mocap_pos.1,Bus_Cmd_flat.mocap_pos.2,Bus_Cmd_flat.mocap_pos.3,Bus_Cmd_flat.q_ext.1,Bus_Cmd_flat.q_ext.2,Bus_Cmd_flat.q_ext.3,Bus_Cmd_flat.q_ext.4,Bus_Cmd_flat.p_ref.1,Bus_Cmd_flat.p_ref.2,Bus_Cmd_flat.p_ref.3,Bus_Cmd_flat.v_ref.1,Bus_Cmd_flat.v_ref.2,Bus_Cmd_flat.v_ref.3,Bus_Cmd_flat.a_ref.1,Bus_Cmd_flat.a_ref.2,Bus_Cmd_flat.a_ref.3,Bus_Cmd_flat.j_ref.1,Bus_Cmd_flat.j_ref.2,Bus_Cmd_flat.j_ref.3,Bus_Cmd_flat.s_ref.1,Bus_Cmd_flat.s_ref.2,Bus_Cmd_flat.s_ref.3,Bus_Cmd_flat.yaw_ref.1,Bus_Cmd_flat.yaw_ref.2,Bus_Cmd_flat.yaw_ref.3,Bus_Cmd_flat.estop.1,Bus_Cmd_flat.ack.1,batt_count.1,btn_ack.1,rotor_cmd.1,rotor_cmd.2,rotor_cmd.3,rotor_cmd.4,led.1,throttle.1,throttle.2,throttle.3,throttle.4
56,0.056000000000000001,0.010615749855528184,-0.0030631568910383378,0.031182835892939631,0.37542674686422478,-0.3809597905468397,-5.2194431350564106,-0.00061037018951994385,-0.0012207403790398877,-0.0067140720847193823,0.99997414958105146,0.0069188530448781567,0.0013837706089756313,0.0013837706089756313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1184.8049686674688,1359.8900846011675,1187.5995982049915,1357.2886803791969,0,42.422857808921464,50.004098652064165,42.541212603314179,49.88898418010286
57,0.057000000000000002,0.010963442687880437,-0.012367085833045577,0.027689232368001221,0.38336971021739963,-0.79825176882309545,-5.3895555640226549,-0.00061037018951994385,-0.0012207403790398877,-0.0067140720847193823,0.99997414958105146,0.0069188530448781567,0.0013837706089756313,0.0013837706089756313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1183.7835123993134,1359.5648459391537,1187.6870901146626,1358.565978495966,0,42.379619801837976,49.989702469441291,42.544919345314085,49.945496447461935
58,0.058000000000000003,0.011821108719687806,-0.0031741160547084091,0.027489134036266183,0.41402589387517152,-0.38378449660557512,-5.4079143995591847,-0.00061037018951994385,-0.0012207403790398877,-0.0067140720847193823,0.99997414958105146,0.0069188530448781567,0.0013837706089756313,0.0013837706089756313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1184.8339001139113,1360.0397438696891,1186.7097383934813,1358.1664706589881,0,42.424082637823098,50.01072347809513,42.503516987858248,49.927818849732006
59,0.059000000000000004,0.0102755089333946,-0.0062618731708946052,0.033384198470953891,0.33640580907541812,-0.52150612913466721,-5.148742192641933,-0.00061037018951994385,-0.0012207403790398877,-0.0067140720847193823,0.99997414958105146,0.0069188530448781567,0.0013837706089756313,0.0013837706089756313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1185.502559456932,1359.1257833546138,1187.7531300650812,1357.7234918532322,0,42.45239327426583,49.970269897642062,42.547717294835891,49.908219786315549
60,0.059999999999999998,0.010679198326912748,-0.0053443719447087978,0.036531044339954466,0.34623333347106905,-0.47911181615135906,-5.009894026291609,-0.00061037018951994385,-0.0012207403790398877,-0.0067140720847193823,0.99997414958105146,0.0069188530448781567,0.0013837706089756313,0.0013837706089756313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1186.6186401194834,1357.4771326765911,1187.7375565411733,1358.8238123476133,0,42.499658439343897,49.897320857366005,42.547057478776949,49.956906126699671
61,0.060999999999999999,0.010884629073894925,-0.0078447863520328676,0.03666457793930758,0.34695369094183554,-0.59039354865661553,-5.0034990221012832,-0.00061037018951994385,-0.0012207403790398877,-0.0067140720847193823,0.99997414958105146,0.0069188530448781567,0.0013837706089756313,0.0013837706089756313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1186.6617253795609,1357.1843963917931,1187.8121671295987,1359.1513703566054,0,42.501483342499462,49.884371075072835,42.550218590080682,49.971402300335917
62,0.062,0.0078677047758296814,-0.007087028173551585,0.031861824008095591,0.20260326470423162,-0.55515975783146865,-5.216235252749402,-0.00061037018951994385,-0.0012207403790398877,-0.0067140720847193823,0.99997414958105146,0.0069188530448781567,0.0013837706089756313,0.0013837706089756313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1186.0388121645835,1357.962133151568,1187.1946169057192,1359.5983483712764,0,42.475101453954714,49.918777914226467,42.524055988152057,49.991185348534216
63,0.063,0.011373038022861826,-0.0094882280652014428,0.043745161771569674,0.35138055818710978,-0.66196727176517078,-4.6760465794285295,-0.00061037018951994385,-0.0012207403790398877,-0.0067140720847193823,0.99997414958105146,0.0069188530448781567,0.0013837706089756313,0.0013837706089756313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1187.9711204549585,1356.0243088038001,1188.647133710446,1358.7191546036133,0,42.556953350251845,49.833061540151341,42.585598750419486,49.952274717516488
64,0.064000000000000001,0.0073995388532679673,-0.010184072966608365,0.041107673371306663,0.16374826881437204,-0.6920971676518527,-4.7863835252414413,-0.00061037018951994385,-0.0012207403790398877,-0.0067140720847193823,0.99997414958105146,0.0069188530448781567,0.0013837706089756313,0.0013837706089756313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1187.4282678316963,1356.5304218731103,1188.5538427603176,1358.9157575468678,0,42.533954148091375,49.855444600147592,42.58164533810006,49.960975068473509
65,0.065000000000000002,0.013943180816461537,-0.0033894989548001742,0.043233774044892287,0.44894547465572426,-0.38543068567930322,-4.6803148457408108,0.0018311105685598315,-0.00061037018951994385,-0.011597033600878933,0.99999712776422778,-0.0013837706089756313,0.0013837706089756313,0.0013837706089756313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1188.7929769044988,1356.3723598878726,1187.8788693221995,1358.6185083284445,0,42.591779373625158,49.848453940232702,42.55304468936874,49.947820941358749
66,0.066000000000000003,0.010546274077540524,-0.0081185884653071361,0.045501235093283909,0.28711813371017825,-0.59696231560799318,-4.5658856686639009,0.0018311105685598315,-0.00061037018951994385,-0.011597033600878933,0.99999712776422778,-0.0013837706089756313,0.0013837706089756313,0.0013837706089756313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1188.4187427674344,1356.13890511262,1188.964009379923,1358.3800450414999,0,42.575920344288782,49.838129362081339,42.599027780752493,49.937268963690805
67,0.067000000000000004,0.016530646143303518,-0.010361058124756212,0.044755654449007254,0.54712965132039559,-0.69672174322710889,-4.5851353410828786,0.0018311105685598315,-0.00061037018951994385,-0.011597033600878933,0.99999712776422778,-0.0013837706089756313,0.0013837706089756313,0.0013837706089756313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1188.557168722901,1355.7541731912211,1188.6972643729848,1359.028794108121,0,42.581786281541966,49.82111583650611,42.587723188804546,49.965977514830328
68,0.068000000000000005,0.016531316029670062,-0.0066403467735329513,0.044076346332734662,0.53812645630149913,-0.52839436111469484,-4.5997953486131644,0.0018311105685598315,-0.00061037018951994385,-0.011597033600878933,0.99999712776422778,-0.0013837706089756313,0.0013837706089756313,0.0013837706089756313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1188.7300113962503,1356.1881838598472,1188.4406013580417,1358.8235947114401,0,42.589110957876692,49.840308673253055,42.576846609718444,49.95689649554155
69,0.069000000000000006,0.013624996825728236,-0.0075752916398089121,0.049449340099245731,0.39849848015322348,-0.56947550571600603,-4.3408899780256869,0.0018311105685598315,-0.00061037018951994385,-0.011597033600878933,0.99999712776422778,-0.0013837706089756313,0.0013837706089756313,0.0013837706089756313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1189.1303114488965,1355.7888662460921,1189.6244576720408,1357.9922598059056,0,42.606076021020648,49.822649957785416,42.627020802053472,49.920110842438824
70,0.070000000000000007,0.015924655375626706,-0.01111138701678141,0.050528364358487066,0.49309278048630317,-0.72759429030900391,-4.2738324071399871,0.0018311105685598315,-0.00061037018951994385,-0.011597033600878933,0.99999712776422778,-0.0013837706089756313,0.0013837706089756313,0.0013837706089756313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1189.3318287751945,1355.6950483277997,1190.0917204883103,1358.1581047293232,0,42.614617168322852,49.818501375171486,42.646828584258074,49.92744868921779
71,0.071000000000000008,0.014807146360520662,-0.011036783078267887,0.052847211174224473,0.43420113701601309,-0.72344092978532903,-4.1499719777668158,0.0018311105685598315,-0.00061037018951994385,-0.011597033600878933,0.99999712776422778,-0.0013837706089756313,0.0013837706089756313,0.0013837706089756313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1189.5119246048271,1355.61914021193,1190.6518361453639,1357.7457368889875,0,42.622250761746841,49.815144826293505,42.670575671400719,49.909203939534471
72,0.072000000000000008,0.014038659315040142,-0.011964474546888731,0.052166595188629872,0.39120499404236203,-0.76445207269032123,-4.1601059257169384,0.0018311105685598315,-0.00061037018951994385,-0.011597033600878933,0.99999712776422778,-0.0013837706089756313,0.0013837706089756313,0.0013837706089756313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1189.2252854899866,1355.822359179821,1190.8448467283115,1357.7896047021775,0,42.610101362423542,49.824131022487855,42.678759495200794,49.911144732329198
73,0.072999999999999995,0.023015398939746273,-0.0045854979604140478,0.057288957006640384,0.78663672196153156,-0.43205323049722605,-3.9085949639964901,0.0018311105685598315,-0.00061037018951994385,-0.011597033600878933,0.99999712776422778,-0.0013837706089756313,0.0013837706089756313,0.0013837706089756313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1191.2174942256029,1355.1104730685149,1190.3999476760944,1357.313138907052,0,42.694561248819504,49.792653927728544,42.65989598941691,49.890066144557835
74,0.073999999999999996,0.012638049745929109,-0.0035173556491223112,0.053497072081677505,0.31204314768117308,-0.38354040446468396,-4.0573726984671579,0.0018311105685598315,-0.00061037018951994385,-0.011597033600878933,0.99999712776422778,-0.0013837706089756313,0.0013837706089756313,0.0013837706089756313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1189.9462582063848,1356.4903279113892,1190.7353446542493,1356.9289857232832,0,42.640662020942074,49.853671325120388,42.674116457533593,49.873073238567052
75,0.074999999999999997,0.013939818184656699,-0.010117132309849286,0.060056453754676303,0.36286872946644294,-0.67994306786488701,-3.7403081071679196,0,0.0018311105685598315,-0.014038514358958708,0.99993297901565459,-0.0083026236538537874,0.0041513118269268937,0.0069188530448781559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1190.2894173479419,1355.4753378818079,1192.3359427980743,1356.4140262578665,0,42.655209895015389,49.808786265988225,42.741997160534439,49.850296705888375
76,0.075999999999999998,0.016837733890120554,-0.0054055891226226505,0.059003613120490683,0.48573338327972387,-0.46784935846056042,-3.7652934326289338,0,0.0018311105685598315,-0.014038514358958708,0.99993297901565459,-0.0083026236538537874,0.0041513118269268937,0.0069188530448781559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1190.6635009299482,1356.0058284148531,1191.8545251311707,1356.1598237296494,0,42.671070257190372,49.832244290728973,42.721577467714191,49.839054467065466
77,0.076999999999999999,0.019164548979650531,-0.0097934395097321048,0.063472172811341016,0.58318539390453683,-0.66504240474050125,-3.5419107516246373,0,0.0018311105685598315,-0.014038514358958708,0.99993297901565459,-0.0083026236538537874,0.0041513118269268937,0.0069188530448781559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1190.9559090138503,1355.2859150175834,1192.9295958589805,1355.8624439644009,0,42.683468822970902,49.800410833681561,42.767180919411402,49.825903596500901
78,0.078,0.021943230562375848,-0.0053729907154431156,0.060241330128917359,0.70121567753546343,-0.46628862785290548,-3.6647819130444637,0,0.0018311105685598315,-0.014038514358958708,0.99993297901565459,-0.0083026236538537874,0.0041513118269268937,0.0069188530448781559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1190.9797391846948,1356.0276317023227,1192.2030406124243,1355.9276215718924,0,42.684479301481382,49.833208487506433,42.736359758995242,49.828785828502646
79,0.079000000000000001,0.015614918109156661,-0.0096728140255444017,0.064854544830382832,0.40998942885038864,-0.65977035313064603,-3.4351165817706102,0,0.0018311105685598315,-0.014038514358958708,0.99993297901565459,-0.0083026236538537874,0.0041513118269268937,0.0069188530448781559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1190.6222461343184,1355.9330139950878,1193.9725468591207,1354.9709881886572,0,42.669321064391319,49.82902429002327,42.811434057655276,49.786487052429898
80,0.080000000000000002,0.018043067443876043,-0.0046366678900066349,0.068858108030650428,0.51273080473390575,-0.43357133204325488,-3.2331685440077242,0,0.0018311105685598315,-0.014038514358958708,0.99993297901565459,-0.0083026236538537874,0.0041513118269268937,0.0069188530448781559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1191.8533549929869,1354.2617490762971,1194.4299074720759,1356.1997455984149,0,42.721527838534193,49.755133643821516,42.830843969058186,49.840819985298907
81,0.081000000000000003,0.010544216934882417,-0.0031682967300358245,0.071072726202437653,0.16929979534094503,-0.36791338207583724,-3.1120861529840971,0,0.0018311105685598315,-0.014038514358958708,0.99993297901565459,-0.0083026236538537874,0.0041513118269268937,0.0069188530448781559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1191.6302886536746,1354.9316898422383,1195.4455883525607,1355.0299853983506,0,42.712067180730855,49.784749641169881,42.873956660625318,49.789095398117354
82,0.082000000000000003,0.017260158565700179,-0.0068267978443199984,0.070525866146357696,0.46522143190581744,-0.53290061859249771,-3.1157142540501011,0,0.0018311105685598315,-0.014038514358958708,0.99993297901565459,-0.0083026236538537874,0.0041513118269268937,0.0069188530448781559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1191.6819706418746,1354.5420454728028,1195.3717315264873,1355.6452740800546,0,42.7142590610366,49.767524073718626,42.870821270375558,49.816300421588579
83,0.083000000000000004,0.013951870843145947,-0.011759177133375903,0.074512173298781376,0.3105406694324338,-0.75528237919998398,-2.9161515665615285,0,0.0018311105685598315,-0.014038514358958708,0.99993297901565459,-0.0083026236538537874,0.0041513118269268937,0.0069188530448781559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1191.412836279058,1354.2921719742928,1196.860854197452,1355.0305215146566,0,42.702845149520492,49.75647843828397,42.934049529428151,49.789119100713435
84,0.084000000000000005,0.019688809500650856,-0.014111718016210778,0.074952947699568145,0.56269811490941835,-0.86177939735610032,-2.8767643152156746,0,0.0018311105685598315,-0.014038514358958708,0.99993297901565459,-0.0083026236538537874,0.0041513118269268937,0.0069188530448781559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1191.5500974080492,1353.9712158019654,1196.9748188809094,1355.3498586299795,0,42.708666255069176,49.742291609375876,42.938889485199525,49.803238090164776
85,0.085000000000000006,0.019607290870986865,-0.0059939599924133669,0.07867990429134511,0.55330424290187585,-0.49760186817723318,-2.6904550799459455,0.0018311105685598315,-0.0030518509475997192,-0.01586962492751854,0.9999913832679338,0.0027675412179512622,-0.0027675412179512622,-0.0013837706089756311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1192.697202266676,1353.9156884210986,1197.028834932506,1354.5750008913142,0,42.757321930630738,49.739837316415475,42.941183537985694,49.768980916385516
86,0.086000000000000007,0.016309674958268822,-0.0054941511939444743,0.074435939852479593,0.39934205453334293,-0.47611608870935385,-2.8634973250567883,0.0018311105685598315,-0.0030518509475997192,-0.01586962492751854,0.9999913832679338,0.0027675412179512622,-0.0027675412179512622,-0.0013837706089756311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1191.874714603588,1354.5835800864693,1196.7748650460267,1355.0886541959426,0,42.722433768068768,49.769360174268819,42.930397758738714,49.791689262310946
87,0.087000000000000008,0.018526696489071903,-0.011940978914925071,0.080771697679695914,0.49336225835136094,-0.76715339405298721,-2.5618316419624629,0.0018311105685598315,-0.0030518509475997192,-0.01586962492751854,0.9999913832679338,0.0027675412179512622,-0.0027675412179512622,-0.0013837706089756311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1192.2852263175694,1353.1391021078155,1198.1320409372538,1355.2106676292499,0,42.739845862443993,49.705516004297749,42.988043550542315,49.797083840295286
88,0.087999999999999995,0.017654405715326005,-0.0056954307260000947,0.084002013287750005,0.44845052342078084,-0.48764940376591104,-2.4008997233727616,0.0018311105685598315,-0.0030518509475997192,-0.01586962492751854,0.9999913832679338,0.0027675412179512622,-0.0027675412179512622,-0.0013837706089756311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1193.1524701649053,1353.1124050681224,1198.321617316104,1354.5516422202149,0,42.776636624341478,49.704336244066191,42.996097387748009,49.767948310794381
89,0.088999999999999996,0.021831855243705511,-0.010850817404571111,0.081458654567370919,0.63055612092509228,-0.72099706097621818,-2.5007535481225731,0.0018311105685598315,-0.0030518509475997192,-0.01586962492751854,0.9999913832679338,0.0027675412179512622,-0.0027675412179512622,-0.0013837706089756311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1192.5942751215707,1352.6737397639106,1198.2162761344814,1355.8252946124935,0,42.752955573730191,49.68495245276474,42.991622093917677,49.824260828538613
90,0.089999999999999997,0.021998024669072302,-0.0068366981985237829,0.088677967852967193,0.63221833860156385,-0.5422536037563449,-2.162857527503061,0.0018311105685598315,-0.0030518509475997192,-0.01586962492751854,0.9999913832679338,0.0027675412179512622,-0.0027675412179512622,-0.0013837706089756311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1195.781293505747,1353.5165823594718,1197.9876298906097,1353.7354972909475,0,42.888208865657276,49.722197952628157,42.981908753179546,49.731873158600351
91,0.090999999999999998,0.017251580883364953,-0.0036981378848638946,0.086601347136863821,0.41288850088672896,-0.40312542659363865,-2.2442577698377599,0.0018311105685598315,-0.0030518509475997192,-0.01586962492751854,0.9999913832679338,0.0027675412179512622,-0.0027675412179512622,-0.0013837706089756311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1195.36185984855,1354.2135267549338,1197.9782123359037,1353.6801592346592,0,42.870402199749755,49.753002075853068,42.981508689346832,49.729427377446527
