k,t,Bus_IMU.imu_gyro.1,Bus_IMU.imu_gyro.2,Bus_IMU.imu_gyro.3,Bus_IMU.imu_acc.1,Bus_IMU.imu_acc.2,Bus_IMU.imu_acc.3,Bus_Cmd_flat.mocap_pos.1,Bus_Cmd_flat.mocap_pos.2,Bus_Cmd_flat.mocap_pos.3,Bus_Cmd_flat.q_ext.1,Bus_Cmd_flat.q_ext.2,Bus_Cmd_flat.q_ext.3,Bus_Cmd_flat.q_ext.4,Bus_Cmd_flat.p_ref.1,Bus_Cmd_flat.p_ref.2,Bus_Cmd_flat.p_ref.3,Bus_Cmd_flat.v_ref.1,Bus_Cmd_flat.v_ref.2,Bus_Cmd_flat.v_ref.3,Bus_Cmd_flat.a_ref.1,Bus_Cmd_flat.a_ref.2,Bus_Cmd_flat.a_ref.3,Bus_Cmd_flat.j_ref.1,Bus_Cmd_flat.j_ref.2,Bus_Cmd_flat.j_ref.3,Bus_Cmd_flat.s_ref.1,Bus_Cmd_flat.s_ref.2,Bus_Cmd_flat.s_ref.3,Bus_Cmd_flat.yaw_ref.1,Bus_Cmd_flat.yaw_ref.2,Bus_Cmd_flat.yaw_ref.3,Bus_Cmd_flat.estop.1,Bus_Cmd_flat.ack.1,batt_count.1,btn_ack.1,rotor_cmd.1,rotor_cmd.2,rotor_cmd.3,rotor_cmd.4,led.1,throttle.1,throttle.2,throttle.3,throttle.4
2006,2.0060000000000002,-0.052833839017271358,-0.027146180658778246,0.25095549013607288,0.76575823629357309,-0.58698113641083083,1.5109167667250991,0.06347849971007416,-0.018311105685598315,0.0030518509475997192,0.92693214673167423,-0.0069188530448781559,-0.011070164871805049,0.37500183503239604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1312.914925589954,1307.1326190650966,1327.0150568995577,1302.7448786319976,0,51.165172191740176,50.89537212797449,51.824727635477103,50.690904437387061
2007,2.0070000000000001,-0.057205530159763873,-0.025443176047476757,0.24608463221450658,0.55099384830363873,-0.52901168225994633,1.3002728884304171,0.06347849971007416,-0.018311105685598315,0.0030518509475997192,0.92693214673167423,-0.0069188530448781559,-0.011070164871805049,0.37500183503239604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1312.0933954290733,1308.0564728346083,1326.6202424559012,1302.8875952962856,0,51.126815956730759,50.93845236538133,51.806227750042254,50.697551437277951
2008,2.008,-0.05440650783974485,-0.024002312394657915,0.24929270809685314,0.65801528736249759,-0.48254393663912565,1.4528731714557892,0.06347849971007416,-0.018311105685598315,0.0030518509475997192,0.92693214673167423,-0.0069188530448781559,-0.011070164871805049,0.37500183503239604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1312.7988939908569,1307.3835545370571,1326.6955637517283,1302.6146935211891,0,51.159754337250767,50.907072510026353,51.80975695085553,50.684841301059421
2009,2.0089999999999999,-0.052678508473345112,-0.024254644862524766,0.25048054079536697,0.71617665919460183,-0.5119784074425181,1.5145982347538045,0.06347849971007416,-0.018311105685598315,0.0030518509475997192,0.92693214673167423,-0.0069188530448781559,-0.011070164871805049,0.37500183503239604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1313.0127913910999,1306.9478887430623,1326.6891285503525,1302.6808245358088,0,51.169741955164994,50.886759170499467,51.809455425050814,50.687921208667866
2010,2.0100000000000002,-0.057802562416684675,-0.020929899879069735,0.25132290680010294,0.46548728865624256,-0.38038498420143796,1.5607535353266688,0.06347849971007416,-0.018311105685598315,0.0030518509475997192,0.92693214673167423,-0.0069188530448781559,-0.011070164871805049,0.37500183503239604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1314.8546759054927,1307.8141151130135,1325.9771326295463,1300.4506715877958,0,51.255768260114898,50.927150007691893,51.776097373371528,50.584085093150954
2011,2.0110000000000001,-0.049761395698904226,-0.018793602242327789,0.24833916960196326,0.80600575156130638,-0.30209655871056817,1.4348283982089405,0.06347849971007416,-0.018311105685598315,0.0030518509475997192,0.92693214673167423,-0.0069188530448781559,-0.011070164871805049,0.37500183503239604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1315.2237571822277,1307.5028859115953,1324.8413990459426,1301.383249701574,0,51.27301121939832,50.912636840495274,51.722898935721602,50.627498893269731
2012,2.012,-0.049606499922325381,-0.021022993642893645,0.25042724770547753,0.79111506576077884,-0.42001776866342599,1.5369239146846256,0.06347849971007416,-0.018311105685598315,0.0030518509475997192,0.92693214673167423,-0.0069188530448781559,-0.011070164871805049,0.37500183503239604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1315.2648221719046,1306.9296925357169,1325.143781703694,1301.4429645805301,0,51.274929817158991,50.885910803290713,51.737061237268463,50.63027911600215
2013,2.0129999999999999,-0.0485371778120256,-0.024407285773977883,0.24825739457932613,0.81653615572850746,-0.58979701427741693,1.4475218567393755,0.06347849971007416,-0.018311105685598315,0.0030518509475997192,0.92693214673167423,-0.0069188530448781559,-0.011070164871805049,0.37500183503239604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1314.6733985104879,1306.8062780434568,1324.9626913389741,1302.1796198907145,0,51.247299821484631,50.880156915367998,51.728579615205938,50.664579979402006
2014,2.0140000000000002,-0.04868595361976602,-0.019387796036509169,0.25273560714850452,0.78638272609011184,-0.38163315435239759,1.6570194962127809,0.06347849971007416,-0.018311105685598315,0.0030518509475997192,0.92693214673167423,-0.0069188530448781559,-0.011070164871805049,0.37500183503239604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1315.6664829651277,1306.35165498585,1325.1903026625296,1301.2296334906912,0,51.293696860796679,50.858962813293935,51.739240174125641,50.62034697773619
2015,2.0150000000000001,-0.054037981377254879,-0.023047356714233913,0.24938793943585605,0.52147578557549989,-0.56367252087218711,1.5145869361481774,0.0640888698995941,-0.017700735496078372,0.0036622211371196631,0.92853998078471922,-0.0027675412179512626,-0.016605247307707578,0.37085052320546918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1314.351579076425,1306.7606226083706,1325.3369597022743,1301.8248177212536,0,51.232266863389896,50.87802839182033,51.746109425964043,50.648058537617217
2016,2.016,-0.045559354979318262,-0.020929870693420172,0.24424406119921879,0.87771482778641263,-0.48588552309020988,1.2913546791117811,0.0640888698995941,-0.017700735496078372,0.0036622211371196631,0.92853998078471922,-0.0027675412179512626,-0.016605247307707578,0.37085052320546918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1314.1993931418983,1306.6191816459566,1324.0105706606187,1303.2936995515204,0,51.225158317489345,50.87143436174145,51.683992050118924,50.716466972195775
2017,2.0169999999999999,-0.049163324443504908,-0.024795092686341919,0.24601998411194673,0.68992462019977052,-0.67705480004661478,1.3792466868642255,0.0640888698995941,-0.017700735496078372,0.0036622211371196631,0.92853998078471922,-0.0027675412179512626,-0.016605247307707578,0.37085052320546918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1313.5442648757262,1306.2524624796524,1324.7359636566393,1303.4072101999632,0,51.194560641700704,50.854338874495554,51.717961049049265,50.721754421178275
2018,2.0180000000000002,-0.047212590456372328,-0.022554701204071215,0.24967039268233607,0.75121773717779217,-0.59361761523641987,1.5513985407965911,0.0640888698995941,-0.017700735496078372,0.0036622211371196631,0.92853998078471922,-0.0027675412179512626,-0.016605247307707578,0.37085052320546918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1314.1114066009438,1305.5458314230516,1324.9395790441827,1303.1572172208016,0,51.221048624634889,50.821402046505462,51.727497146117685,50.710109678066495
2019,2.0190000000000001,-0.047847725976469302,-0.020737212664726973,0.24982934846229157,0.69559101956304692,-0.52913440196845285,1.5665282991903093,0.0640888698995941,-0.017700735496078372,0.0036622211371196631,0.92853998078471922,-0.0027675412179512626,-0.016605247307707578,0.37085052320546918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1314.0525806292367,1305.4422596000418,1324.8960677680657,1303.1833328813668,0,51.21830102025023,50.816574946862438,51.725459303588337,50.711326118471128
2020,2.02,-0.052437654224146368,-0.024359808577573666,0.24448538203317774,0.46153714432906273,-0.70921204906681956,1.3341899655635778,0.0640888698995941,-0.017700735496078372,0.0036622211371196631,0.92853998078471922,-0.0027675412179512626,-0.016605247307707578,0.37085052320546918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1310.6540581502161,1307.3551834270061,1326.3888386759215,1302.9550373867112,0,51.059634207406305,50.905749611574592,51.795385677395629,50.700692622427042
2021,2.0209999999999999,-0.050666222255318069,-0.018955892946123709,0.24747494612415252,0.51297637134636109,-0.48335981205865325,1.4765506344621593,0.0640888698995941,-0.017700735496078372,0.0036622211371196631,0.92853998078471922,-0.0027675412179512626,-0.016605247307707578,0.37085052320546918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1311.4970309280673,1306.9506917136243,1326.3122688751696,1302.4056577729198,0,51.098977404004721,50.886889854579231,51.791798254391253,50.675106255861692
2022,2.0220000000000002,-0.047368454671825155,-0.016660956863301268,0.25120723038563664,0.63253697061928016,-0.39727406975392843,1.6522841736796392,0.0640888698995941,-0.017700735496078372,0.0036622211371196631,0.92853998078471922,-0.0027675412179512626,-0.016605247307707578,0.37085052320546918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1312.2927034873501,1306.11794769832,1326.3510555476048,1302.2115383790031,0,51.13612067589122,50.84806854423227,51.793615466131783,50.666066343503047
2023,2.0230000000000001,-0.041564266577666265,-0.013926915338623863,0.24277353796818182,0.86431507853477285,-0.29143297373539906,1.2809412468370269,0.0640888698995941,-0.017700735496078372,0.0036622211371196631,0.92853998078471922,-0.0027675412179512626,-0.016605247307707578,0.37085052320546918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1311.6737423798065,1306.5845562891002,1324.7212364731529,1303.8329207806125,0,51.107225934752051,50.869820150634837,51.717271336932697,50.741585831532866
2024,2.024,-0.048476305749118043,-0.019320136796351278,0.24469452475930939,0.52382989256394363,-0.55105343178072497,1.3751790653028944,0.0640888698995941,-0.017700735496078372,0.0036622211371196631,0.92853998078471922,-0.0027675412179512626,-0.016605247307707578,0.37085052320546918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1310.7682371472526,1306.379216418992,1325.7237482989219,1303.7349526549581,0,51.064962676160917,50.860247632312266,51.764227385253292,50.737021870490153
2025,2.0249999999999999,-0.041873529202745174,-0.018126389669789217,0.24367266081163416,0.79059197770036094,-0.51452526620671446,1.3370638256135661,0.065309610278633995,-0.019531846064638203,0,0.92685467742371586,-0.013837706089756313,-0.01107016487180505,0.37500183503239609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1311.0876017878688,1306.1872531011811,1325.1282200870714,1304.0128251136507,0,51.079867497067937,50.851299149707003,51.736332371903444,50.749967181795846
2026,2.0260000000000002,-0.04482302335506827,-0.016596689373916729,0.24739251426840372,0.62738373263285097,-0.46295810747505334,1.5121365146337233,0.065309610278633995,-0.019531846064638203,0,0.92685467742371586,-0.013837706089756313,-0.01107016487180505,0.37500183503239609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1311.4351361268371,1306.125765226765,1325.7380430118678,1302.9026992876006,0,51.096088367585899,50.848432948062118,51.764897012212337,50.698254916652687
2027,2.0270000000000001,-0.041113188724340444,-0.015625884118582373,0.24580687586117997,0.76318090150449902,-0.43661947113337263,1.4486155165810695,0.065309610278633995,-0.019531846064638203,0,0.92685467742371586,-0.013837706089756313,-0.01107016487180505,0.37500183503239609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1311.5088341258966,1306.1743948351432,1325.2519603778917,1303.0690306921344,0,51.099528341796173,50.850699769588886,51.742128121776588,50.706002100244604
2028,2.028,-0.040717431358466671,-0.016356209797403071,0.24250650053147135,0.74953038652650916,-0.48690027639536637,1.3079602398643368,0.065309610278633995,-0.019531846064638203,0,0.92685467742371586,-0.013837706089756313,-0.01107016487180505,0.37500183503239609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1310.9345640767078,1306.6024250865898,1324.9055577841561,1303.3617235410247,0,51.072725042315476,50.870653180327622,51.725903764828821,50.719635585123569
2029,2.0289999999999999,-0.041434361047775398,-0.016455060240968933,0.24568225376821565,0.68542672278852679,-0.50893968297222847,1.4584775664428018,0.065309610278633995,-0.019531846064638203,0,0.92685467742371586,-0.013837706089756313,-0.01107016487180505,0.37500183503239609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1311.1978649048192,1306.3429574543059,1325.3843823257323,1302.6587615261931,0,51.085013780640587,50.858557366205794,51.748330702786667,50.686893666450551
2030,2.0300000000000002,-0.040305637364316138,-0.015606464469035797,0.23886601250168674,0.7039003037323025,-0.48855227567179293,1.1596650514861613,0.065309610278633995,-0.019531846064638203,0,0.92685467742371586,-0.013837706089756313,-0.01107016487180505,0.37500183503239609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1308.2782941816124,1307.3277783713143,1325.7792385961634,1303.8874955101933,0,50.948797614457256,50.90447176764868,51.766826807246247,50.744128308849355
2031,2.0310000000000001,-0.040376842299987586,-0.016765161821692659,0.23961047136199462,0.66800806586683403,-0.55861905725451477,1.2007908254404505,0.065309610278633995,-0.019531846064638203,0,0.92685467742371586,-0.013837706089756313,-0.01107016487180505,0.37500183503239609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1308.119235262244,1307.2883522933034,1326.0010505725973,1303.6443668903555,0,50.941379405223948,50.902633422559354,51.777217867226561,50.732801925942468
2032,2.032,-0.031977043668864585,-0.012015786820773922,0.25129415603254857,1.01260794304679,-0.36323842509579951,1.7337705575106948,0.065309610278633995,-0.019531846064638203,0,0.92685467742371586,-0.013837706089756313,-0.01107016487180505,0.37500183503239609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1310.5676672950806,1305.444713028779,1326.5917437999708,1302.2116906927854,0,51.055602648655892,50.816689290643332,51.80489245478897,50.666073436403359
2033,2.0329999999999999,-0.034587498151335133,-0.013816391194621441,0.24490895358520723,0.86170127927896523,-0.46261644697945153,1.4542307441433198,0.065309610278633995,-0.019531846064638203,0,0.92685467742371586,-0.013837706089756313,-0.01107016487180505,0.37500183503239609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1309.3076944045588,1306.3770404270135,1326.097818369057,1302.8250758293657,0,50.996814103681672,50.860146194741198,51.781751257248381,50.694639576206761
2034,2.0340000000000003,-0.036595564485180865,-0.016674064501307123,0.24146528808998044,0.73744524103905429,-0.60978208754416063,1.3069182303896647,0.065309610278633995,-0.019531846064638203,0,0.92685467742371586,-0.013837706089756313,-0.01107016487180505,0.37500183503239609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1308.3292404066719,1306.9023178616376,1326.0157787531355,1303.1402558590553,0,50.95117371363429,50.884634513024658,51.777907847791944,50.709319639711815
2035,2.0350000000000001,-0.03570166900665217,-0.014078457076330375,0.24132091845320022,0.74322667674303677,-0.51201312574011004,1.3079183300769275,0.065919980468153935,-0.017700735496078372,0.0012207403790398877,0.92910278669011603,-0.0055350824359025243,-0.015221476698731942,0.36946675259649348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1308.399637017297,1306.8262654860862,1325.780863862266,1303.1581316641721,0,50.954457016534164,50.881088767064774,51.76690294276834,50.710152271755469
2036,2.036,-0.031813613465092816,-0.017161354994470246,0.24839134908148788,0.88317467651526294,-0.66987720623813662,1.6332930867065736,0.065919980468153935,-0.017700735496078372,0.0012207403790398877,0.92910278669011603,-0.0055350824359025243,-0.015221476698731942,0.36946675259649348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1309.0975814598978,1305.3251582440269,1326.5060143919884,1302.9947376739315,0,50.987012349143669,50.811117437725549,51.800875688868366,50.702541729406036
2037,2.0369999999999999,-0.029591825211078615,-0.011745203751835104,0.24352736131019284,0.94771232267184091,-0.44588816319576974,1.4219825099273629,0.065919980468153935,-0.017700735496078372,0.0012207403790398877,0.92910278669011603,-0.0055350824359025243,-0.015221476698731942,0.36946675259649348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1308.9266630942718,1305.8447621154808,1325.4355971421735,1303.5038438282463,0,50.97903940212958,50.835334808337791,51.75072963573529,50.72625583972863
2038,2.0380000000000003,-0.037318391372332727,-0.011208139252420507,0.24213378264211669,0.56441434195474116,-0.44162116706469828,1.3666748283074364,0.065919980468153935,-0.017700735496078372,0.0012207403790398877,0.92910278669011603,-0.0055350824359025243,-0.015221476698731942,0.36946675259649348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1308.1223670083484,1306.4690138732321,1325.7170210930285,1303.1662954074664,0,50.941525461107325,50.864433742118692,51.763912254298852,50.710532529683505
2039,2.0390000000000001,-0.029856448680938397,-0.013375308962691956,0.24227953306012814,0.8635674108927518,-0.55929898666805777,1.3805370188971271,0.065919980468153935,-0.017700735496078372,0.0012207403790398877,0.92910278669011603,-0.0055350824359025243,-0.015221476698731942,0.36946675259649348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1308.2758578675725,1305.6115312801212,1325.2874487371209,1304.0729551637166,0,50.948683987102079,50.824464139291031,51.743790359396918,50.752768594504538
2040,2.04,-0.03194496025163146,-0.015018838337339524,0.23993959333486523,0.73275964433652829,-0.65379275146449611,1.2825806780913287,0.065919980468153935,-0.017700735496078372,0.0012207403790398877,0.92910278669011603,-0.0055350824359025243,-0.015221476698731942,0.36946675259649348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1306.7899969007399,1306.1766561906977,1325.7710821769194,1304.3022106561607,0,50.879397861730084,50.850805181138384,51.766444720599772,50.76344982152991
2041,2.0409999999999999,-0.026543247412933346,-0.0099668355102585926,0.24022978329688735,0.93823457679673061,-0.44759309524425883,1.3028417505713699,0.065919980468153935,-0.017700735496078372,0.0012207403790398877,0.92910278669011603,-0.0055350824359025243,-0.015221476698731942,0.36946675259649348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1307.4585206401678,1305.8007345529716,1325.1377539242483,1304.4134682118329,0,50.910568102352428,50.83328267621458,51.736778911528603,50.76863363757257
2042,2.0420000000000003,-0.031940014616429424,-0.013411874900560589,0.23785013825288867,0.6576273593833265,-0.62386053933111407,1.2030026093959849,0.065919980468153935,-0.017700735496078372,0.0012207403790398877,0.92910278669011603,-0.0055350824359025243,-0.015221476698731942,0.36946675259649348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1306.2416714535793,1306.2125673933076,1325.3980331697155,1304.7137745115208,0,50.853835849080085,50.852479165460899,51.748970113551046,50.782626516450101
2043,2.0430000000000001,-0.026506859462185783,-0.0063507670469924171,0.23935836793593598,0.86347749016508502,-0.32811969214858094,1.2779343143270385,0.065919980468153935,-0.017700735496078372,0.0012207403790398877,0.92910278669011603,-0.0055350824359025243,-0.015221476698731942,0.36946675259649348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1307.2977829527777,1305.7664847033618,1324.7780562911782,1304.4870583914833,0,50.903073150318356,50.831686300711048,51.719932370128916,50.77206250003497
2044,2.044,-0.034736638691171939,-0.011801728590213556,0.24145752290302294,0.4544509235389827,-0.59541899712052371,1.3793857567319991,0.065919980468153935,-0.017700735496078372,0.0012207403790398877,0.92910278669011603,-0.0055350824359025243,-0.015221476698731942,0.36946675259649348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1306.379330468754,1305.7428661951751,1325.8354234387059,1304.1083565844021,0,50.860252948937642,50.830585456970979,51.769458801859315,50.754417939314799
2045,2.0449999999999999,-0.029544570635310546,-0.0079146859112788348,0.24024615854570877,0.64844193499738056,-0.44327117399296745,1.3319241493233398,0.065919980468153935,-0.017090365306558428,0.0018311105685598315,0.92529875570505971,-0.0069188530448781559,-0.0041513118269268937,0.37915314685932294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1307.2939656328656,1305.6056485997476,1324.8706744849367,1304.0584991283454,0,50.902895158235886,50.82418996138675,51.724270024185252,50.752095095069585
2046,2.0460000000000003,-0.024695133212287557,-0.0073632462581730562,0.24550844681170955,0.82652971766884553,-0.44156997146380816,1.5755005352937927,0.065919980468153935,-0.017090365306558428,0.0018311105685598315,0.92529875570505971,-0.0069188530448781559,-0.0041513118269268937,0.37915314685932294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1308.6957781282229,1304.4597918549928,1324.8917309289975,1303.5236690814816,0,50.968269697402285,50.77079203499931,51.725256189757317,50.727179359590828
2047,2.0470000000000002,-0.027967680533840883,-0.0086846166609462483,0.24129923961618763,0.63892145656721389,-0.52455295929316548,1.3931289022767011,0.065919980468153935,-0.017090365306558428,0.0018311105685598315,0.92529875570505971,-0.0069188530448781559,-0.0041513118269268937,0.37915314685932294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1308.1209731176846,1305.0696703320089,1324.4363920020712,1303.6960432581611,0,50.941460453929203,50.799210982572966,51.703931835118652,50.735209261533448
2048,2.048,-0.025139998513588696,-0.011543300976446152,0.24326966377949286,0.72514603344876638,-0.67714265129257989,1.4885736070310991,0.065919980468153935,-0.017090365306558428,0.0018311105685598315,0.92529875570505971,-0.0069188530448781559,-0.0041513118269268937,0.37915314685932294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1308.5879769273315,1304.3881958567367,1324.4182567262485,1303.6683161370661,0,50.963241489908704,50.767456111595664,51.703082577496119,50.733917593985311
2049,2.0489999999999999,-0.02260241872119273,-0.010392481824228722,0.24210028925640717,0.7978803292107669,-0.64992465786091258,1.4427805620058272,0.065919980468153935,-0.017090365306558428,0.0018311105685598315,0.92529875570505971,-0.0069188530448781559,-0.0041513118269268937,0.37915314685932294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1308.9644735154061,1304.3233427186485,1323.839772455503,1303.6807362531665,0,50.980803141346158,50.764434415137558,51.675994742530783,50.734496183801703
2050,2.0499999999999998,-0.024382175973070297,-0.007409991122206111,0.24275804899955686,0.6760653580921494,-0.54082345256834774,1.4790930881007553,0.065919980468153935,-0.017090365306558428,0.0018311105685598315,0.92529875570505971,-0.0069188530448781559,-0.0041513118269268937,0.37915314685932294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1309.5490913452793,1302.563527176017,1322.9607602564859,1305.4620418274026,0,51.008075895630441,50.682458375558632,51.634842062930979,50.817496913571304
2051,2.0510000000000002,-0.019057274079155195,-0.0055810726114650655,0.23839601389883627,0.87333533023193577,-0.48406524200921092,1.2896363074122721,0.065919980468153935,-0.017090365306558428,0.0018311105685598315,0.92529875570505971,-0.0069188530448781559,-0.0041513118269268937,0.37915314685932294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1309.7578981108202,1302.6701400840368,1321.7480951809562,1306.1078211171066,0,51.017817824540693,50.687423600171392,51.578083690148752,50.847596508006589
2052,2.052,-0.024726333084537783,-0.0059525603568876539,0.2416291655889545,0.57591995647623284,-0.52671250565099614,1.4416549846137143,0.065919980468153935,-0.017090365306558428,0.0018311105685598315,0.92529875570505971,-0.0069188530448781559,-0.0041513118269268937,0.37915314685932294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1310.0182414157241,1302.58149830667,1322.3383538897303,1305.0701426462826,0,51.029964921316498,50.683295325819955,51.605708385451429,50.799232993037805
2053,2.0529999999999999,-0.022378039552421403,-0.0085067748888279227,0.24123286294939192,0.63873838091385948,-0.66796030618109858,1.4304283105419928,0.065919980468153935,-0.017090365306558428,0.0018311105685598315,0.92529875570505971,-0.0069188530448781559,-0.0041513118269268937,0.37915314685932294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1310.1531499180942,1302.2668009600454,1322.0539789252416,1305.2689363411569,0,51.036259795287016,50.668639811908527,51.592398842281334,50.808497273051415
2054,2.0539999999999998,-0.023090655919148162,-0.006210113527603367,0.23985081337327288,0.56372147150487251,-0.59152585227007815,1.3748360593428131,0.065919980468153935,-0.017090365306558428,0.0018311105685598315,0.92529875570505971,-0.0069188530448781559,-0.0041513118269268937,0.37915314685932294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1310.3890334237099,1302.5661002447578,1321.6072038836705,1304.9174344615217,0,51.047266709766582,50.682578208106065,51.571490443097261,50.792116728023146
2055,2.0550000000000002,-0.014211825404035233,-0.0050152969910755851,0.24162357339245985,0.91987093894245775,-0.5650633713892026,1.4610651066798579,0.065309610278633995,-0.017700735496078372,-0.00061037018951994385,0.92468083094312481,-0.0013837706089756313,-0.012453935480780682,0.3805369174682986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1311.3006500864099,1301.4050284759853,1321.052636570661,1305.452515041763,0,51.089811177170951,50.628512870934088,51.545540794425996,50.817052909445223
2056,2.056,-0.018544414142800641,-0.0062955724944038782,0.24156829286479511,0.68192213046233396,-0.65030500434559024,1.4650619275109609,0.065309610278633995,-0.017700735496078372,-0.00061037018951994385,0.92468083094312481,-0.0013837706089756313,-0.012453935480780682,0.3805369174682986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1310.8353689890237,1301.3917020355141,1321.3379051529225,1305.3749619864752,0,51.068095634984665,50.627892416947198,51.558888802339098,50.813438521613918
2057,2.0569999999999999,-0.015481942841912649,-0.0084752958529439038,0.24222410772089234,0.77654593929239712,-0.77638147270737679,1.5010047688673225,0.065309610278633995,-0.017700735496078372,-0.00061037018951994385,0.92468083094312481,-0.0013837706089756313,-0.012453935480780682,0.3805369174682986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1310.8807875181124,1300.7084094505256,1321.254471478476,1305.82490383496,0,51.070215290819164,50.59608240013705,51.554984756560032,50.834409207706109
